name,pcm_fftMag_mfcc[0],pcm_fftMag_mfcc[1],pcm_fftMag_mfcc[2],pcm_fftMag_mfcc[3],pcm_fftMag_mfcc[4],pcm_fftMag_mfcc[5],pcm_fftMag_mfcc[6],pcm_fftMag_mfcc[7],pcm_fftMag_mfcc[8],pcm_fftMag_mfcc[9],pcm_fftMag_mfcc[10],pcm_fftMag_mfcc[11],pcm_fftMag_mfcc[12],pcm_fftMag_mfcc_de[0],pcm_fftMag_mfcc_de[1],pcm_fftMag_mfcc_de[2],pcm_fftMag_mfcc_de[3],pcm_fftMag_mfcc_de[4],pcm_fftMag_mfcc_de[5],pcm_fftMag_mfcc_de[6],pcm_fftMag_mfcc_de[7],pcm_fftMag_mfcc_de[8],pcm_fftMag_mfcc_de[9],pcm_fftMag_mfcc_de[10],pcm_fftMag_mfcc_de[11],pcm_fftMag_mfcc_de[12],pcm_fftMag_mfcc_de_de[0],pcm_fftMag_mfcc_de_de[1],pcm_fftMag_mfcc_de_de[2],pcm_fftMag_mfcc_de_de[3],pcm_fftMag_mfcc_de_de[4],pcm_fftMag_mfcc_de_de[5],pcm_fftMag_mfcc_de_de[6],pcm_fftMag_mfcc_de_de[7],pcm_fftMag_mfcc_de_de[8],pcm_fftMag_mfcc_de_de[9],pcm_fftMag_mfcc_de_de[10],pcm_fftMag_mfcc_de_de[11],pcm_fftMag_mfcc_de_de[12]
Soccerfield-31.csv,-11.124320469387747,1.2987725778571424,-0.08415699081632666,136.51352857142857,-13.818533561224491,11.477038699999998,10.83227329693877,14.044151212244904,9.067779548979592,0.17224976591836905,8.210926936734696,0.6664661750000002,-6.205501642244899,-0.029590905816326545,-0.06549809959183672,0.018933970408163265,-0.023413734153061246,-0.028434879387755185,-0.02502961195918368,-0.09143152927551011,-0.026862829999999876,0.15906723979591839,0.08316696210204083,0.07784681074897958,0.10153191591836731,0.027563205102040803,-0.012063115316326534,-0.02167090210204084,0.02017599914693879,-0.0031257589846938774,-0.005762284183673454,0.01135030003061225,0.007746067897959179,0.020531299816326523,-0.002606820889693859,-0.0005827285102040775,0.021091851153061246,-0.0329962856122449,-0.016446625918367343
Soccerfield-32.csv,-12.756955030612252,-2.153601399081632,-2.1393631642857147,134.9838234693878,-9.093560359183677,20.452590591836742,15.661888755102048,14.971319766326522,17.213695479591838,3.6197074668367346,-1.443260782040816,-0.4013575826530612,-4.850405068673467,0.006074139795918362,0.0011198342346939207,0.06734602306122449,0.03110267477551022,-0.08647710844897956,-0.15657433387755093,-0.10436493224489793,0.1418744985306123,0.18898331204387753,0.1194873744387755,0.022270752153061228,-0.037012354591836764,0.06968586234693881,-0.013847852938775516,0.013353918877551042,-0.0023796064285714316,-0.009032972826530608,0.00910395153061224,0.017847248602040816,0.010982528571428576,0.0029150997551020403,0.025921619091836733,-0.008858612989795919,0.04376288221428571,0.036235529173469394,-0.008123427234693874
Soccerfield-33.csv,-10.765667357142858,-1.1066626134693875,-0.19099265622448983,134.0453040816326,-8.746720030612241,16.49900866326531,15.871006717346933,17.588660157142858,13.608774627551025,3.448143146938774,0.7127010157142859,-0.25447823112244916,-3.3818245040816315,0.016943276632653038,0.05963995063265302,0.25665422520408177,-0.006261858918367359,0.009431693571428585,0.07782291163265309,-0.015181343775510212,-0.2962228813265306,-0.2112208081632653,-0.12143947846938778,0.09938429448979587,0.2040575104489796,0.0874420693877551,-0.0045820398979591805,-0.01636594605102041,-0.014406404081632646,0.0042331010306122475,-0.01420788355102041,-0.016880833061224478,-0.01323987785714287,0.010358201632653058,0.011770142551020426,0.04353929979591837,-0.010714230387755114,-0.050575743173469356,-0.03478241091836733
Soccerfield-34.csv,-10.703096724489797,1.1090192489795923,-2.2443454117346944,132.25927448979596,-6.811409326428573,13.523935479591836,14.705539867346934,18.669782948979584,11.285921189795918,4.5392319193877535,4.395340695204083,-0.1234447829591837,-0.5858546771428573,0.05355140567346938,-0.009967898673469413,-0.13706663622448992,-0.023065656581632638,0.08308098122448981,-0.08884406867346943,0.05285592081632656,0.27341370374489804,0.06452939773469389,0.0533780131530612,-0.03722174196938781,-0.034820778673469416,0.08720094940816328,0.0033415516836734693,0.05462772551020407,-0.011164006326530612,0.011451485999999997,-0.006451906285714284,0.006915738877551018,0.004469724663265318,-0.00869740791836739,0.005781586359183684,-0.020335986755102044,-0.028368059183673463,0.003348805469387728,0.039526591581632665
Soccerfield-35.csv,-9.661707673469389,0.926587531397959,-2.5715232601020417,131.81659081632657,-10.120488829591839,13.396374877551018,13.366616408163258,16.205799255102047,5.808868743877551,-2.6452887122448985,3.358848836734694,0.29364170846938814,-3.7718729609183663,0.02754271244897956,0.24685285244183666,0.13657095680816317,-0.04016492153061223,0.0885833268367347,0.156600885622449,0.03427650327551017,0.06286567173469389,0.1586598926530613,0.027920228113265375,-0.010873767201020403,-0.19395862877551018,-0.06110365122448981,-0.0023651233469387783,-0.0034186190612244924,-0.011126527489795915,-0.0023309055153061197,0.01140928540816326,-0.014877201428571437,-0.013458021632653062,0.026210406010204083,0.03187222145918367,0.026629763142857168,0.0017743873469387697,0.039699658122448925,0.025462228653061216
Soccerfield-36.csv,-9.413096306122451,1.4004756815306125,0.602722981632653,129.60748061224493,-6.616136545918365,11.401966979591833,11.870319379285721,19.457760408163264,11.5445751867347,4.647436313265305,-0.524462043877551,-2.702324585714286,-1.9763532571428573,-0.010143476873469387,-0.0319140635714286,0.06581975037040813,-0.023341212010204088,0.05349952520408163,0.0511631868367347,0.03273766663265308,-0.008274525897959215,-0.0074397917622448856,0.050258746836734654,0.09997104330612246,0.049210742244897944,-0.01217602377551023,0.005638663106122454,-0.04215924959183672,-0.046579699693877555,0.0062509832346938805,-0.000430911326530615,0.011930993979591844,0.0018778428877550977,0.039931952244897935,0.038041872959183674,-0.007849977142857132,-0.0015786662551020467,-0.017819806632653055,-0.0023023112244897953
Soccerfield-37.csv,-9.030422040816322,3.1697436362244895,2.4883752582653065,128.9590163265306,-5.89366933979592,12.04012609183673,12.296653224489802,19.806424204081633,11.259325928571432,2.904388683979592,-0.9659263592857142,-2.8417588868367356,-1.198496730744898,-0.0338265887755102,0.14138579653061226,0.043046380510204096,-8.322204081638727e-06,-0.003836048153061232,0.023866976948979615,0.04658579744897956,0.0641336098979591,0.07980796316326531,-0.04224315877551023,0.08082037000000002,0.08844772244897961,0.035497570948979575,-0.010340026742857143,-0.011528496428571428,-0.012417720408163288,-0.003554287112244899,0.013831870714285708,0.007685267959183672,0.018495613581632642,-0.0034452806326530586,0.023474404489795923,-0.0052231793877551315,-0.021167252081632643,-0.004504602244897966,-0.013689640091836739
Soccerfield-38.csv,-8.73886345918367,1.9533125903061221,-1.8538230676530614,131.73405408163268,-9.969791163265308,10.883461148979594,10.674045102040818,15.202754977040819,7.875203951020403,-0.5761789351020414,-0.19221833979591782,0.8834727333673471,-0.878577268367347,0.04017166533673471,0.05715433591836733,0.011690264612244915,0.06703265450000002,-0.054424380193877554,-0.013215175918367364,-0.12482286255102033,-0.14920307870408173,0.0134418018469388,-0.06699737551020409,0.08466722308163266,0.0783992058163266,0.05223953469387756,0.002684782628571429,-0.012209371836734685,-0.01580028571428572,-0.0019091939693877539,0.010525964183673466,0.009449188061224486,0.011063757765306109,0.01234475520408164,-0.015197061122448978,-0.004484264969387753,0.016528468948979583,0.006470612346938768,-0.027077296122448982
Soccerfield-39.csv,-10.131074732653062,2.5327374230612247,-0.5567524799999995,132.71938673469384,-9.287738336734689,8.70521493979592,11.570180717346934,15.378533744897965,7.999112308163263,0.9759708040816327,0.7207068326530612,0.16159741938775585,-1.2824286918367345,-0.09966496823469385,0.18270919867346935,0.24821324265306138,-0.08689944020408166,0.03127989530612243,0.1186955689387755,0.15973877826530616,0.1514742683673469,0.06314545285714286,-0.26882402520408155,-0.4269043533673469,-0.48883603632653055,-0.17559513724489798,-0.0017010339897959106,0.053479846020408194,-0.01694106789795918,-0.007774264234693883,0.02509593804081631,0.04623539288775511,0.019460140787755112,-0.013457340102040832,-0.004457131357142877,0.015956149489795936,0.00714139947959184,0.022928868469387735,0.047169235897959155
Soccerfield-40.csv,-9.875255112244897,5.001696432071428,1.8943432832653062,135.3681581632653,-12.641018632653058,4.843075492857142,12.31880641938776,17.98142869387755,9.103895404489796,-1.0668922969387753,-0.05916076734693899,0.93497076122449,0.21990621326530627,0.010332440790816317,0.07503891795918373,-0.0416194413469388,0.06857763873469382,-0.030774767346938736,-0.08643872928571425,-0.014819678877551024,-0.021330814693877508,0.00367729867346942,-0.11505653622448979,-0.11121249612244898,0.03281835306122452,-0.07478265316326532,0.0006187711632653137,-0.04861147142857141,-0.013044878265306144,-0.0030450864959183674,-0.0005131562244897974,-0.0038850258265306138,-0.008974333979591822,-0.028038841122448976,-0.051319282857142864,-0.030357651122448964,0.018160371255102052,-0.005641903979591834,-0.026756225228571438
Soccerfield-41.csv,-10.375208602040818,-2.2833967816326535,-0.3247599489795917,135.90493163265313,-12.708497836734692,7.9115994316326566,10.489156920408163,15.03936138775511,10.077008014285713,-1.6465142826530625,0.44421078602040753,5.296845189591834,-4.451224085714289,-0.011718864693877543,0.07022726479591833,0.09931312581632655,-0.014389656499999997,0.022878122775510185,0.06137437222755088,0.07057666250000007,-0.00015009091836733977,-0.04554589826530616,0.04601885193877549,-0.09945142989795926,-0.02119978897959172,0.016254850758163318,-0.011626742859183668,0.05827835167346944,0.012362666530612245,-0.004634882224489802,-0.004091669346938778,-0.022332186020408172,-0.029015257040816318,0.01974475987755101,0.02114005622448979,-0.011342205102040795,-0.053580570510204054,-0.046984225408163265,0.037049651479591814
Soccerfield-42.csv,-7.5285985204081625,3.851808861224489,-2.0471944580612247,132.41945102040816,-9.239248600000002,6.578218591224491,8.963821395816328,15.762494834693873,15.006241082346941,3.8567975993877557,3.1015526477551023,5.817859507142858,2.2512668505102034,0.011786716367346926,-0.045416718142857145,-0.013535057755102045,-0.04331552388775511,0.07364340744897956,0.046330538408163265,0.055315390102040785,-0.026729312346938875,-0.06813385816326527,0.03533002969387759,0.19472900479591831,0.048527281561224524,0.04978390204081636,0.0072659779285714245,0.05003916768367346,0.027621195081632674,0.004151228622448977,-0.005228742336734698,0.011432852020408163,0.023179048397959194,-0.012723317346938802,0.021921498979591808,0.036810985918367345,-0.04080183581632653,0.007073996326530605,0.005684064255102035
Soccerfield-43.csv,-13.78310213265306,6.105663989795919,4.461788817346937,133.00260612244904,-4.385358221836734,11.383905663265304,15.536930715306122,16.945591642857135,10.634046841326532,3.3876184950306114,0.8417998908163263,2.5034751737755108,2.7754253967959186,-0.045669934306122456,-0.09567488051020408,-0.09227036130612246,0.03756632856122446,-0.014012578438775495,0.0019266340816326052,0.1450274052040816,0.1073138472142857,0.13956902591836734,0.07379375969387753,-0.009352688979591859,-0.04173808326530611,0.05895900969387755,-0.007242489430612242,-0.02806765326530612,-0.012799153775510217,-0.004119161435510203,-0.011065111010204073,-0.03079457948061224,-0.04290456168367347,-0.04444837350000003,-0.031998006173469415,-0.018606420446938766,-0.05704740691836734,-0.01665349408163265,-0.021465705663265312
Soccerfield-44.csv,-13.56462151020408,5.12722805612245,1.0382620732959185,134.24672448979595,-8.256604827551019,11.625833795918371,14.027872959183671,13.12332787755102,6.691069258163264,-1.6070774754081638,0.6410579857142858,1.8338507784693872,2.8071316655102043,-0.0237894127346939,0.12728094408163265,0.060134171428571415,-0.02652501176530611,-0.04903022547959196,-0.05041061568367345,-0.07063757714285705,-0.06533632316326533,0.015419221632653045,-0.010163619489795887,0.14196470357142837,0.09451680581632653,0.11889549888775505,0.005057416377551021,0.0009478553061224462,-0.03137239313367343,0.005610117336734696,-0.006327997230612241,-0.014124622959183677,0.006501449979591832,-0.009446524988775514,-0.0020193341836734525,-0.03039440853061223,-0.06072847227551023,-0.04981540614285717,-0.07149903316326531
Soccerfield-45.csv,-9.238858592857147,4.291801702040815,0.9668906438775512,131.60731530612247,-5.307196010612247,13.015159275510202,14.97996710204082,14.916525738163271,9.099325470408159,1.5215060551020407,0.9368430021428567,1.2475862857142859,1.4908179591836737,0.024707108959183665,0.020832737448979604,0.16597357678571428,-0.005242579490816319,0.025935234642857116,0.009099506224489786,0.12238818346938779,0.06973351173469387,0.13450941591836732,0.18824076091836733,0.06425322355102042,0.10483955734693881,-0.08154650959183672,0.010744928948979588,-0.0018904905918367327,0.03330577897959183,0.0024290310306122444,0.017476219897959187,0.021748812897959175,-0.023359503061224477,-0.006410727540816338,0.008766611234693869,0.04458687393877553,-0.006592472857142892,-0.0027586197551020563,-0.03439736357142859
Soccerfield-46.csv,-8.734532996938775,4.817505011836734,1.8134959214285715,130.68300714285715,-4.2066698551020405,15.213543112244897,15.529448591836731,16.264004051020407,12.32228969897959,6.869643807142858,4.872128406734694,6.475133477448978,2.9990423424489796,-0.07983994622448981,-0.03644708469387759,-0.01679224727551016,0.010455181060204072,-0.11321601897959183,-0.05147699071428574,0.0907056943877551,0.02721723438775513,-0.14605026551020409,-0.13762110969387753,-0.20280192040816336,0.02297077142857146,0.021396798367346946,0.003848984887755102,-0.04815994255102041,0.008237378775510205,0.004621590973469387,0.012541271094897964,-0.007451905714285709,0.00021529325510204284,0.03544204775510203,-0.013153931969387772,-0.0032451727346938784,-0.04142780672448981,-0.027954955816326517,-0.025308840918367312
Soccerfield-47.csv,-7.969666062244892,0.3853409397959193,-4.39365348979592,138.5008469387755,-19.135325132653055,5.911317793163267,5.594510176530612,3.612196805612244,7.196431607142859,1.2671678428571433,9.0613062,17.25759118581633,-1.0735743818367351,-0.009543237040816322,0.09550925204081634,0.12795821224489795,-0.011316072733673452,0.009776341000000056,0.05045513284693878,0.02857665214285713,0.048012168673469455,0.04583166132653064,0.06579593897959175,0.09152719943877552,-0.08762408897959185,-0.0918419171122449,0.0005527895306122446,0.003091419806122468,-7.068214285712061e-05,0.006051793591836727,0.010755227795918355,-0.013201064632653053,0.01968748423469386,0.04589688346938774,0.019796626530612232,0.002487038367346924,-0.022725885346938753,0.013958679612244907,0.027206899591836732
Soccerfield-48.csv,-9.20035703163265,4.270066135918367,0.4842417423265306,137.88879387755105,-12.870679164285713,9.164581361326533,12.337181666326531,10.252017371224488,8.567313734081633,2.655225324795919,9.918461790816323,11.396477588775515,2.9036076140816327,-0.0005155444285713863,-0.10901369959183668,-0.0410371887755102,0.025843606663265264,-0.005550848979591873,0.022894919795918383,0.05357466571428567,0.026630997551020476,-0.10833078122448996,-0.2315760335714285,-0.15675488979591826,-0.04132660520408164,0.008078804255102113,-0.00530641543877552,0.03160251010204082,0.004408036020408165,-0.014062579071428584,0.022771053163265324,-0.02188992366326529,-0.005201786612244907,0.026206096938775524,-0.0022120188775510063,0.010750528163265318,0.025747412551020404,-0.08952174122448982,0.02169109408163267
Soccerfield-49.csv,-12.051219734693873,3.134298404081633,-3.9732863132653056,142.6417816326531,-18.297479977551017,5.562883435714289,10.0222100122449,10.542624943877545,14.325270950632648,-1.368007596938775,-1.7017202979591826,7.760664734693875,0.7034106448979593,-0.0019368998061224272,-0.2449036959183675,-0.19905495387755107,0.13251686848979588,-0.1855434555612245,-0.23589958757142862,0.01565769826530617,-0.02781996627551013,0.304844196122449,-0.15987453775510202,-0.1649959099999999,0.2415885678571428,-0.13308912215306115,0.003650850428571428,-0.02846522387755102,0.003109563367346924,-0.002813080714285715,-0.0013426334693877775,0.0006046240510204161,-0.015221051499999992,0.024562674102040803,0.028984181530612243,0.043873529295918375,0.032886719795918395,0.0516314030612245,0.017184117448979606
Soccerfield-50.csv,-12.687841387755098,1.3458630607244901,1.2409352205102038,138.47127142857144,-13.259237622448975,7.327053801020408,13.462226969387752,11.025766830612245,8.861619658163265,0.25069297448979583,0.5126516285714287,3.1309978204081625,0.1151205879591834,-0.026146823377551007,0.17615991147959173,0.139768356122449,-0.13291906968367342,0.1427084514591837,0.17018161764285714,-0.04254399704081633,-0.11276851489795915,-0.2209504314285715,0.09710557806122443,0.28070527897959163,-0.22708761591836732,0.024335181632653004,-0.0026422990428571448,-0.051895310306122454,-0.036293389795918354,-0.0021487887755102107,-0.021803198683673444,-0.04722205314285717,-0.05919519050000001,-0.04515271146938776,-0.010455960244897965,-0.046619553877551054,-0.046202038754081645,-0.07072639765306121,-0.031519736326530594
Soccerfield-51.csv,-12.85707476530612,1.295527243877551,-0.8180299704081629,137.71549999999996,-14.583514939795919,8.836272947959186,12.139549702040814,14.556835909183675,10.739676088775514,2.6565723132653076,4.199625462244899,2.1853317408163266,-1.56170804122449,-0.05672176840816329,0.06254489642857147,-0.049409262959183665,-0.004430009577551034,-0.11817893754081621,-0.05364125530612247,-0.03436493255102042,-0.04915248755102042,-0.012517399183673507,-0.015692026428571388,0.035281322551020386,-0.052992531632653106,-0.07032901355102046,0.003472046836734695,-0.05499769457142852,-0.039335405163265294,-0.0007326528734693831,-0.011216157887755084,-0.014945336193877555,-0.006386527704081638,-0.02210590673061225,-0.037092144795918346,-0.016768337357142837,-0.02153037401020407,-0.00046424234693877666,0.01762916579285714
Soccerfield-52.csv,-13.878690489795918,1.1956027568367344,-2.1971216918367333,137.67096632653062,-10.946223704081634,9.896615280612245,7.915747801020405,11.171760191836736,11.591031130000001,1.9496085585714291,0.5900167059183679,6.121359941632658,2.6629814012244886,0.00447261156122455,-0.04120311500000003,-0.056790232244898,0.0020278987857143063,0.007645503306122459,0.0017552783673469563,-0.053396417367346946,-0.05077637265306125,-0.1260399800408163,-0.12485130448979592,-0.07853876520408168,0.0008120815306122012,0.060609418571428535,0.0005484993775510197,-0.07949725193877553,-0.017756607968367352,0.005191346163265306,-0.01985789265306122,-0.0032959647959183596,-0.01713467775510205,-0.016543647459183675,-0.019241807163265307,-0.017484002081632657,-0.005740200204081639,0.04115718170408162,-0.011512302040816338
Soccerfield-53.csv,-13.809065551020415,1.0132166803061218,1.2341797958163263,135.38523367346934,-9.883448826530616,10.79540654897959,13.106911969387756,16.431622377551015,9.537942125510204,2.9882673081632642,-0.6811880652755103,-1.9349428706326535,-1.421578675102041,0.021571776326530637,0.009170393877551107,-0.014802477755102005,-0.008031166519081636,0.028311064081632656,-0.07119989989795916,-0.01874073521428574,0.0014153609183672864,0.09641985061224492,0.1031910203061224,0.1618194360204081,0.04681223422448978,0.1073530679489797,-0.002293467357142855,-0.05837471102040817,-0.00374976765306122,0.0003572219163265299,0.006666344773775517,-0.018670521081632654,-0.0596054955918367,-0.04339313979591835,-0.0029029520510204018,0.012379425510204076,0.0011959425204081562,-0.0038025333673469466,-0.039167189693877565
Soccerfield-54.csv,-11.877542979591833,4.925058095918367,2.4860648340612252,137.09666020408167,-13.149348397959187,8.789694858163264,11.856703359183673,15.258819166693876,10.963272504081637,1.8764744795918364,0.5937850420918371,-0.41939762051020435,-0.48615565102040825,0.018268712959183676,0.059330977040816295,0.018379188469387783,0.019018980234693905,0.0533025381632653,0.07996694071428571,0.013580948877551026,-0.03274931386173472,0.1291618430714285,-0.007282969999999975,-0.07131034591836738,-0.06718420969387756,0.08908104061224494,0.0025541758663265297,0.02048904357142858,-0.032303857857142855,0.0007615371530612238,0.005141557346938781,0.04439289265306122,0.041849238459183674,-0.005339708887755094,-0.0007590099285714253,0.008298609795918356,-0.03273166571428572,0.019564472551020406,0.04650494724489793
Soccerfield-55.csv,-11.339924051020413,3.2459939755102045,1.5478827734693879,136.60440816326522,-11.420311173469386,7.523561789795917,9.928521983673468,18.799264551020404,10.593233977551025,-0.42551045816326477,0.07237567224489916,-3.048245368571429,-1.045841442244898,-0.017207207724489797,-0.06603421153061222,0.023150175724489762,-0.04899585864285715,-0.006501900918367343,-0.0749304291122449,-0.08001522734693879,0.07662213020408164,0.17263471002040817,0.023440105336734678,-0.0542710162244897,-0.01514677979591841,0.020583258571428568,-0.005904058244897959,-0.035307719999999994,-0.023431805244897966,0.005249126540816322,8.47558163265158e-05,-0.006523671724489798,0.014896291020408148,0.01874749724489799,0.046167179183673475,0.035657114999999996,0.017798892346938766,-0.052360009081632665,-0.0556594574489796
Soccerfield-56.csv,-12.674659408163256,4.030992131418366,1.4465259489795916,136.77783571428566,-13.023352163265306,6.702143860204081,11.836065476530612,15.749994591836728,9.026312630612246,1.0049785459183678,5.144852339999999,0.7087685861224499,-2.2295284687244896,-0.03181785146938775,-0.17183820150000004,0.01059414112244898,-0.007183277959183671,-0.017094030918367354,-0.006725298061224481,0.15375507357142856,0.017101071530612237,-0.020212677244897954,0.10540908061224485,0.11811840613265313,-0.07747946326530607,-0.12756207367346936,-0.004873881234693883,-0.011004550714285707,0.010677812346938778,-0.004463544081632648,-0.006585449530612238,-0.01084424443265307,-0.02225473367346939,-0.048558511061224476,-0.03710533244897959,-0.03157500620408159,-0.06125266374489794,-0.04778820780612245,-0.03937466163265306
Soccerfield-57.csv,-11.628455571428571,11.97555427244898,2.445663075510204,135.82593469387754,-11.267001397959183,5.73280820785714,7.281161425510205,12.028071857551014,9.154691326632653,-1.6492451117346938,0.035261180612245584,3.3092175010204077,2.967886491836735,0.021432975204081647,0.06848234553979592,-0.22357149591836736,0.18280294129591837,0.15336878632653056,0.11114862346938778,-0.04256345020204086,-0.3066836229591837,0.2710047041836736,-0.015024238673469368,-0.28335972132653053,0.09848691418367336,-0.07560903908163279,0.0031187147959183593,-0.01978045898979592,-0.013353519795918395,0.02248131270285714,0.008492579897959204,-0.027248112561224485,-0.00894483030612244,-0.059341103653061236,-0.047372468938775524,0.024860092448979604,0.002151509489795938,-0.03922230489795918,-0.047985815612244895
Soccerfield-58.csv,-9.330853704081632,7.738936656122448,-0.24138446112245,130.9429010204082,-9.206417090816325,10.463472783163267,13.68268418367346,13.890535673469383,14.931957830816325,5.747712243571428,0.9659445336734701,4.648545205102042,2.0581242193877554,0.11976782563979599,-0.11728797091836743,-0.04091980325510202,-0.12769140683673447,-0.1526654514285714,-0.13760457040816326,0.067340172755102,0.14525861897959177,-0.3511591653061224,0.09821372234693876,0.24556514091836731,-0.28374178438775505,-0.10029256418367347,0.013524532734693874,0.004659836397959183,0.004304007551020423,0.015472187408163267,-0.020894447295918373,-0.020771406632653065,-0.019392575612244882,0.04927924683673469,0.05520539652040814,-0.01239805314285714,0.004919206938775488,-0.007195363673469386,-0.024762042346938778
Soccerfield-59.csv,-7.970401010204083,2.5486234693877554,0.919297077244898,129.9468173469388,-9.528917153469393,6.95759323469388,10.811442953061222,17.48935568367347,8.07242029285714,4.905843716326532,5.177961796938776,3.654470532959183,4.29726636427245,-0.015869057346938772,-0.32562754224489787,0.0965102140816327,-0.0195600241734694,0.1544874619387755,-0.005397530255102039,-0.2757091962755102,-0.21418880890816316,0.026944790102040785,0.12724824163265308,0.20163956367346939,0.2438379548979592,-0.17125186804081638,-0.004475648602040817,0.0057411990816326405,-0.01856458270408165,-0.004412850867346938,-0.0006965324591836738,0.021132697551020405,0.0002613354081632601,-0.018682544795918375,-0.037096499989795875,-0.05602967489795917,-0.03645237511224492,0.0399619461632653,0.012210950010204072
Soccerfield-60.csv,-10.440030969387747,-0.43368586540816306,0.0027428164285714894,129.08232755102037,-8.72555792857143,6.8677059960204065,11.621872042857142,21.439447333673463,10.488618421428576,9.453482350000003,9.135323658877551,4.111521485714285,0.03829654214285683,-0.11354068654081638,0.17938865612244906,-0.00044255040816326355,-0.06807372708877553,-0.0010311013265306191,0.07737639285714287,0.057468569183673504,0.15605053193877547,0.15902548030612257,0.09611198632653059,-0.12141908897959185,-0.14975225146836732,0.09093771255102037,-0.0026953811765306084,-0.052741003571428566,-0.022134940510204086,-0.0031856455714285724,-0.0017175623673469336,-0.010299509795918373,-0.004109292948979584,-0.02373218746938776,-0.014064440306122451,-0.025670673530612257,0.04012509368979591,0.004881569357142866,-0.025557423469387767
Soccerfield-61.csv,-9.467737948979593,2.93080765102041,-1.4966508687755096,130.1558979591837,-9.322634814285715,7.5040635592346945,11.322867556530612,16.69358286734694,10.257579773469388,5.32857654693878,7.457673979591835,4.034257267346939,0.2536214889795922,0.02691160871428573,-0.05058415755102042,0.01764729354081633,0.014891396969693873,-0.10260714021428574,0.019990953163265292,-0.04191364794897962,-0.10594586632653062,0.06525617482653065,0.12250728794897958,-0.13440525489795918,-0.05411095234693878,-0.15789145714285707,0.007248190122448984,-0.03598217342448983,-0.033025205408163276,0.006252181785714288,0.010135391418367348,0.016548092051020414,0.028016799724489783,0.006504618877551006,0.009273538673469386,0.014228181173469395,0.016500068704081616,0.01916704346938776,0.002269854285714282
Soccerfield-62.csv,-6.75499276704082,4.135111501387759,-2.4081481727551006,127.61379795918378,-12.069133895918377,4.876460672448979,6.69141586765306,21.108556887755096,20.055671030612242,7.817009391836734,3.4532965653061223,0.18606308591836712,-2.0214067726530605,-0.018576593673469387,0.04073553806122451,-0.1450700963265306,-0.07764079009183672,0.07858945630612245,0.025118460867346926,0.09148924880612247,0.1340018387755102,0.08750694683673466,-0.0341673524591837,-0.042441588469387725,-0.2412709849999999,-0.06227782266326527,0.011282063091836735,-0.011645640510204083,-0.016720974091836725,-0.003839432489795922,-0.004659388681632653,-0.0007241935612244931,-0.0074445794693877455,-0.00961106783265307,-0.017751277653061233,0.03054566765306122,0.007081425408163269,-0.005741290918367329,0.0033494997448979503
Soccerfield-63.csv,-5.714391235714284,3.3745525868367343,-0.7512719081632654,120.65541020408169,-3.82086267112245,10.060973663265305,13.117039173469385,20.519620857142858,16.10294143877551,7.271652320408161,6.849058270714282,3.1901703908163275,1.274669623469387,-0.0038897112244898006,-0.0036637575714285856,-0.006622309428571396,-0.03413305102040817,-0.03324226387755101,0.016880882959183666,-0.03504914316326525,-0.04763846173469387,-0.05012254681632646,-0.15146734001428572,-0.13687202132653062,0.0467006687755102,-0.01836123902040818,-0.002735351907142858,0.05270440999999998,0.001484407462244893,-0.003572187897959186,0.00035599813265305234,0.0008386824693877525,-0.0021174795510204214,0.019446939897959183,0.027354782255102045,0.0471855293979592,0.008507671452040818,-0.01966103265306124,-0.01433391897959185
Soccerfield-64.csv,-3.590693572653061,4.202979624489795,-1.2615899479591834,121.40616428571424,-4.336484456938775,13.75590591020407,15.119534846938778,14.154790292857143,13.003095087755103,3.771814022959183,3.256592703061225,6.813470850000002,4.446998770408161,0.04800399326530609,-0.07120987887755094,-0.037143983367346964,0.028463349169142865,-0.03504655857142859,0.06667421255102045,0.032312788663265334,-0.1291301126326531,-0.08521377397959179,0.004103772448979628,-0.03646244556122445,-0.0575860571428571,0.005731540510204078,-0.015166400204081647,-0.003745392142857151,0.018562275489795926,0.0010240618469387762,0.026548942371428567,0.007151781938775514,0.030558884816326525,0.019092656530612234,0.01230901636428573,-0.025010138469387766,-0.02676969081632653,0.011887244714285717,0.01734842760204081
Soccerfield-65.csv,-2.404445507826531,1.9495908022448996,-4.208524787448976,122.978787755102,-7.4465126612244905,11.80611650204082,13.125311616326536,15.284716782653058,9.60426981112245,4.50160139132653,8.333745126530612,10.794557794897957,4.851800992857143,0.007608031734693907,-0.0953536323877551,-0.06316271030612253,0.047515405612244904,-0.12421928785714292,-0.15933068163265304,0.016272167959183702,0.19602185989795917,0.0028913347959183652,-0.15754599602040817,-0.31116351918367346,-0.062143715000000044,0.05661341857142853,0.005401083265306121,0.009221841234693873,0.01716238306224489,-0.00032338510204082363,-0.0037421606275510077,0.00221664214285715,-0.02669076619897958,-0.01919044163265304,0.016808135234693874,0.005570564193877547,-0.00894739783673466,0.047512339887755044,0.022787508979591836
